year,month,day,hour,trips,day_of_week,event_of_day
2019,2,13,14,33,4, 
2019,2,13,15,23,4, 
2019,2,13,16,23,4, 
2019,2,13,17,47,4, 
2019,2,13,18,49,4, 
2019,2,13,19,31,4, 
2019,2,13,20,26,4, 
2019,2,13,21,16,4, 
2019,2,13,22,8,4, 
2019,2,13,23,7,4, 
2019,2,13,24,3,4, 
2019,2,14,0,494,5, 
2019,2,14,1,7,5, 
2019,2,14,2,3,5, 
2019,2,14,3,5,5, 
2019,2,14,6,2,5, 
2019,2,14,7,2,5, 
2019,2,14,8,3,5, 
2019,2,14,9,10,5, 
2019,2,14,10,7,5, 
2019,2,14,11,2,5, 
2019,2,14,12,13,5, 
2019,2,14,13,18,5, 
2019,2,14,14,35,5, 
2019,2,14,15,33,5, 
2019,2,14,16,56,5, 
2019,2,14,17,57,5, 
2019,2,14,18,81,5, 
2019,2,14,19,47,5, 
2019,2,14,20,39,5, 
2019,2,14,21,28,5, 
2019,2,14,22,20,5, 
2019,2,14,23,14,5, 
2019,2,14,24,12,5, 
2019,2,15,0,641,6, 
2019,2,15,1,13,6, 
2019,2,15,2,6,6, 
2019,2,15,3,7,6, 
2019,2,15,4,6,6, 
2019,2,15,5,1,6, 
2019,2,15,6,4,6, 
2019,2,15,7,15,6, 
2019,2,15,8,32,6, 
2019,2,15,9,61,6, 
2019,2,15,10,41,6, 
2019,2,15,11,44,6, 
2019,2,15,12,49,6, 
2019,2,15,13,45,6, 
2019,2,15,14,58,6, 
2019,2,15,15,60,6, 
2019,2,15,16,35,6, 
2019,2,15,17,34,6, 
2019,2,15,18,34,6, 
2019,2,15,19,23,6, 
2019,2,15,20,26,6, 
2019,2,15,21,20,6, 
2019,2,15,22,13,6, 
2019,2,15,23,3,6, 
2019,2,15,24,11,6, 
2019,2,16,0,656,7,Venice Artist & Fleas
2019,2,16,1,8,7, 
2019,2,16,2,1,7, 
2019,2,16,3,8,7, 
2019,2,16,4,3,7, 
2019,2,16,5,1,7, 
2019,2,16,6,1,7, 
2019,2,16,7,3,7, 
2019,2,16,8,5,7, 
2019,2,16,9,15,7, 
2019,2,16,10,26,7, 
2019,2,16,11,43,7, 
2019,2,16,12,31,7, 
2019,2,16,13,58,7, 
2019,2,16,14,85,7, 
2019,2,16,15,63,7, 
2019,2,16,16,65,7, 
2019,2,16,17,50,7, 
2019,2,16,18,52,7, 
2019,2,16,19,41,7, 
2019,2,16,20,21,7, 
2019,2,16,21,24,7, 
2019,2,16,22,26,7, 
2019,2,16,23,17,7, 
2019,2,16,24,9,7, 
2019,2,17,0,413,1, 
2019,2,17,1,5,1, 
2019,2,17,2,1,1, 
2019,2,17,3,2,1, 
2019,2,17,4,2,1, 
2019,2,17,5,1,1, 
2019,2,17,6,1,1, 
2019,2,17,7,3,1, 
2019,2,17,8,6,1, 
2019,2,17,9,15,1, 
2019,2,17,10,34,1, 
2019,2,17,11,22,1, 
2019,2,17,12,43,1, 
2019,2,17,13,45,1, 
2019,2,17,14,27,1, 
2019,2,17,15,43,1, 
2019,2,17,16,30,1, 
2019,2,17,17,36,1, 
2019,2,17,18,50,1, 
2019,2,17,19,15,1, 
2019,2,17,20,13,1, 
2019,2,17,21,7,1, 
2019,2,17,22,6,1, 
2019,2,17,23,3,1, 
2019,2,17,24,3,1, 
2019,2,18,0,624,1, 
2019,2,18,1,5,1, 
2019,2,18,3,4,1, 
2019,2,18,4,2,1, 
2019,2,18,6,1,1, 
2019,2,18,7,8,1, 
2019,2,18,8,11,1, 
2019,2,18,9,19,1, 
2019,2,18,10,37,1, 
2019,2,18,11,53,1, 
2019,2,18,12,60,1, 
2019,2,18,13,63,1, 
2019,2,18,14,52,1, 
2019,2,18,15,46,1, 
2019,2,18,16,48,1, 
2019,2,18,17,63,1, 
2019,2,18,18,51,1, 
2019,2,18,19,48,1, 
2019,2,18,20,25,1, 
2019,2,18,21,10,1, 
2019,2,18,22,13,1, 
2019,2,18,23,4,1, 
2019,2,18,24,1,1, 
2019,2,19,0,869,3, 
2019,2,19,1,1,3, 
2019,2,19,3,2,3, 
2019,2,19,4,1,3, 
2019,2,19,6,5,3, 
2019,2,19,7,18,3, 
2019,2,19,8,38,3, 
2019,2,19,9,67,3, 
2019,2,19,10,49,3, 
2019,2,19,11,52,3, 
2019,2,19,12,52,3, 
2019,2,19,13,72,3, 
2019,2,19,14,57,3, 
2019,2,19,15,55,3, 
2019,2,19,16,42,3, 
2019,2,19,17,68,3, 
2019,2,19,18,91,3, 
2019,2,19,19,62,3, 
2019,2,19,20,48,3, 
2019,2,19,21,40,3, 
2019,2,19,22,26,3, 
2019,2,19,23,16,3, 
2019,2,19,24,7,3, 
2019,2,20,0,686,4, 
2019,2,20,1,1,4, 
2019,2,20,2,1,4, 
2019,2,20,3,1,4, 
2019,2,20,5,2,4, 
2019,2,20,6,5,4, 
2019,2,20,7,13,4, 
2019,2,20,8,40,4, 
2019,2,20,9,65,4, 
2019,2,20,10,47,4, 
2019,2,20,11,42,4, 
2019,2,20,12,39,4, 
2019,2,20,13,50,4, 
2019,2,20,14,43,4, 
2019,2,20,15,42,4, 
2019,2,20,16,48,4, 
2019,2,20,17,68,4, 
2019,2,20,18,57,4, 
2019,2,20,19,37,4, 
2019,2,20,20,36,4, 
2019,2,20,21,16,4, 
2019,2,20,22,10,4, 
2019,2,20,23,11,4, 
2019,2,20,24,12,4, 
2019,2,21,0,691,5, 
2019,2,21,1,5,5, 
2019,2,21,3,1,5, 
2019,2,21,5,1,5, 
2019,2,21,6,4,5, 
2019,2,21,7,17,5, 
2019,2,21,8,36,5, 
2019,2,21,9,58,5, 
2019,2,21,10,43,5, 
2019,2,21,11,39,5, 
2019,2,21,12,51,5, 
2019,2,21,13,43,5, 
2019,2,21,14,47,5, 
2019,2,21,15,26,5, 
2019,2,21,16,36,5, 
2019,2,21,17,54,5, 
2019,2,21,18,80,5, 
2019,2,21,19,45,5, 
2019,2,21,20,36,5, 
2019,2,21,21,23,5, 
2019,2,21,22,25,5, 
2019,2,21,23,12,5, 
2019,2,21,24,9,5, 
2019,2,22,0,804,6, 
2019,2,22,1,5,6, 
2019,2,22,3,1,6, 
2019,2,22,5,1,6, 
2019,2,22,6,3,6, 
2019,2,22,7,8,6, 
2019,2,22,8,34,6, 
2019,2,22,9,63,6, 
2019,2,22,10,38,6, 
2019,2,22,11,49,6, 
2019,2,22,12,59,6, 
2019,2,22,13,79,6, 
2019,2,22,14,63,6, 
2019,2,22,15,60,6, 
2019,2,22,16,46,6, 
2019,2,22,17,57,6, 
2019,2,22,18,81,6, 
2019,2,22,19,36,6, 
2019,2,22,20,35,6, 
2019,2,22,21,35,6, 
2019,2,22,22,28,6, 
2019,2,22,23,11,6, 
2019,2,22,24,12,6, 
2019,2,23,0,670,7, 
2019,2,23,1,13,7, 
2019,2,23,2,12,7, 
2019,2,23,3,5,7, 
2019,2,23,4,4,7, 
2019,2,23,7,1,7, 
2019,2,23,8,9,7, 
2019,2,23,9,18,7, 
2019,2,23,10,22,7, 
2019,2,23,11,42,7, 
2019,2,23,12,51,7, 
2019,2,23,13,52,7, 
2019,2,23,14,85,7, 
2019,2,23,15,54,7, 
2019,2,23,16,74,7, 
2019,2,23,17,62,7, 
2019,2,23,18,55,7, 
2019,2,23,19,29,7, 
2019,2,23,20,24,7, 
2019,2,23,21,26,7, 
2019,2,23,22,13,7, 
2019,2,23,23,9,7, 
2019,2,23,24,10,7, 
2019,2,24,0,659,1,Smorgasburg LA Pop Up
2019,2,24,1,9,1, 
2019,2,24,2,11,1, 
2019,2,24,3,3,1, 
2019,2,24,4,2,1, 
2019,2,24,7,3,1, 
2019,2,24,8,2,1, 
2019,2,24,9,10,1, 
2019,2,24,10,32,1, 
2019,2,24,11,37,1, 
2019,2,24,12,49,1, 
2019,2,24,13,86,1, 
2019,2,24,14,69,1, 
2019,2,24,15,85,1, 
2019,2,24,16,66,1, 
2019,2,24,17,40,1, 
2019,2,24,18,28,1, 
2019,2,24,19,40,1, 
2019,2,24,20,29,1, 
2019,2,24,21,27,1, 
2019,2,24,22,15,1, 
2019,2,24,23,10,1, 
2019,2,24,24,6,1, 
2019,2,25,0,595,2, 
2019,2,25,1,1,2, 
2019,2,25,3,2,2, 
2019,2,25,4,1,2, 
2019,2,25,5,2,2, 
2019,2,25,6,3,2, 
2019,2,25,7,14,2, 
2019,2,25,8,38,2, 
2019,2,25,9,56,2, 
2019,2,25,10,38,2, 
2019,2,25,11,19,2, 
2019,2,25,12,28,2, 
2019,2,25,13,41,2, 
2019,2,25,14,47,2, 
2019,2,25,15,24,2, 
2019,2,25,16,35,2, 
2019,2,25,17,47,2, 
2019,2,25,18,61,2, 
2019,2,25,19,50,2, 
2019,2,25,20,38,2, 
2019,2,25,21,15,2, 
2019,2,25,22,13,2, 
2019,2,25,23,16,2, 
2019,2,25,24,6,2, 
2019,2,26,0,645,3, 
2019,2,26,1,5,3, 
2019,2,26,2,10,3, 
2019,2,26,3,3,3, 
2019,2,26,4,4,3, 
2019,2,26,5,1,3, 
2019,2,26,6,4,3, 
2019,2,26,7,23,3, 
2019,2,26,8,41,3, 
2019,2,26,9,52,3, 
2019,2,26,10,36,3, 
2019,2,26,11,17,3, 
2019,2,26,12,30,3, 
2019,2,26,13,33,3, 
2019,2,26,14,41,3, 
2019,2,26,15,40,3, 
2019,2,26,16,29,3, 
2019,2,26,17,57,3, 
2019,2,26,18,68,3, 
2019,2,26,19,49,3, 
2019,2,26,20,36,3, 
2019,2,26,21,31,3, 
2019,2,26,22,16,3, 
2019,2,26,23,11,3, 
2019,2,26,24,8,3, 
2019,2,27,0,618,4, 
2019,2,27,1,6,4, 
2019,2,27,2,1,4, 
2019,2,27,3,2,4, 
2019,2,27,4,1,4, 
2019,2,27,5,1,4, 
2019,2,27,6,4,4, 
2019,2,27,7,14,4, 
2019,2,27,8,38,4, 
2019,2,27,9,52,4, 
2019,2,27,10,33,4, 
2019,2,27,11,19,4, 
2019,2,27,12,33,4, 
2019,2,27,13,39,4, 
2019,2,27,14,22,4, 
2019,2,27,15,44,4, 
2019,2,27,16,61,4, 
2019,2,27,17,51,4, 
2019,2,27,18,67,4, 
2019,2,27,19,37,4, 
2019,2,27,20,40,4, 
2019,2,27,21,22,4, 
2019,2,27,22,16,4, 
2019,2,27,23,5,4, 
2019,2,27,24,10,4, 
2019,2,28,0,695,5, 
2019,2,28,1,1,5, 
2019,2,28,3,2,5, 
2019,2,28,5,2,5, 
2019,2,28,6,4,5, 
2019,2,28,7,14,5, 
2019,2,28,8,41,5, 
2019,2,28,9,40,5, 
2019,2,28,10,34,5, 
2019,2,28,11,22,5, 
2019,2,28,12,31,5, 
2019,2,28,13,59,5, 
2019,2,28,14,44,5, 
2019,2,28,15,47,5, 
2019,2,28,16,47,5, 
2019,2,28,17,58,5, 
2019,2,28,18,64,5, 
2019,2,28,19,54,5, 
2019,2,28,20,53,5, 
2019,2,28,21,32,5, 
2019,2,28,22,16,5, 
2019,2,28,23,17,5, 
2019,2,28,24,13,5, 
2019,3,0,0,20922,0, 
2019,3,1,0,801,6, 
2019,3,1,1,2,6, 
2019,3,1,2,3,6, 
2019,3,1,3,3,6, 
2019,3,1,4,1,6, 
2019,3,1,5,4,6, 
2019,3,1,6,6,6, 
2019,3,1,7,13,6, 
2019,3,1,8,32,6, 
2019,3,1,9,57,6, 
2019,3,1,10,44,6, 
2019,3,1,11,36,6, 
2019,3,1,12,45,6, 
2019,3,1,13,66,6, 
2019,3,1,14,77,6, 
2019,3,1,15,46,6, 
2019,3,1,16,50,6, 
2019,3,1,17,54,6, 
2019,3,1,18,70,6, 
2019,3,1,19,50,6, 
2019,3,1,20,47,6, 
2019,3,1,21,30,6, 
2019,3,1,22,26,6, 
2019,3,1,23,20,6, 
2019,3,1,24,19,6, 
2019,3,2,0,310,7, 
2019,3,2,1,15,7, 
2019,3,2,2,5,7, 
2019,3,2,3,4,7, 
2019,3,2,5,1,7, 
2019,3,2,7,2,7, 
2019,3,2,8,1,7, 
2019,3,2,9,2,7, 
2019,3,2,10,4,7, 
2019,3,2,11,5,7, 
2019,3,2,12,7,7, 
2019,3,2,13,14,7, 
2019,3,2,14,14,7, 
2019,3,2,15,20,7, 
2019,3,2,16,15,7, 
2019,3,2,17,38,7, 
2019,3,2,18,46,7, 
2019,3,2,19,32,7, 
2019,3,2,20,26,7, 
2019,3,2,21,17,7, 
2019,3,2,22,16,7, 
2019,3,2,23,12,7, 
2019,3,2,24,14,7, 
2019,3,3,0,1108,1, 
2019,3,3,1,7,1, 
2019,3,3,2,3,1, 
2019,3,3,3,2,1, 
2019,3,3,4,2,1, 
2019,3,3,5,2,1, 
2019,3,3,6,3,1, 
2019,3,3,7,5,1, 
2019,3,3,8,15,1, 
2019,3,3,9,23,1, 
2019,3,3,10,56,1, 
2019,3,3,11,91,1, 
2019,3,3,12,110,1, 
2019,3,3,13,150,1, 
2019,3,3,14,167,1, 
2019,3,3,15,145,1, 
2019,3,3,16,114,1, 
2019,3,3,17,54,1, 
2019,3,3,18,32,1, 
2019,3,3,19,39,1, 
2019,3,3,20,31,1, 
2019,3,3,21,23,1, 
2019,3,3,22,14,1, 
2019,3,3,23,3,1, 
2019,3,3,24,17,1, 
2019,3,4,0,724,2, 
2019,3,4,1,4,2, 
2019,3,4,2,2,2, 
2019,3,4,3,1,2, 
2019,3,4,4,3,2, 
2019,3,4,5,3,2, 
2019,3,4,6,5,2, 
2019,3,4,7,11,2, 
2019,3,4,8,46,2, 
2019,3,4,9,49,2, 
2019,3,4,10,63,2, 
2019,3,4,11,46,2, 
2019,3,4,12,43,2, 
2019,3,4,13,35,2, 
2019,3,4,14,43,2, 
2019,3,4,15,32,2, 
2019,3,4,16,39,2, 
2019,3,4,17,60,2, 
2019,3,4,18,71,2, 
2019,3,4,19,55,2, 
2019,3,4,20,48,2, 
2019,3,4,21,24,2, 
2019,3,4,22,20,2, 
2019,3,4,23,18,2, 
2019,3,4,24,3,2, 
2019,3,5,0,662,3, 
2019,3,5,1,2,3, 
2019,3,5,2,1,3, 
2019,3,5,3,2,3, 
2019,3,5,5,3,3, 
2019,3,5,6,1,3, 
2019,3,5,7,17,3, 
2019,3,5,8,41,3, 
2019,3,5,9,49,3, 
2019,3,5,10,34,3, 
2019,3,5,11,35,3, 
2019,3,5,12,36,3, 
2019,3,5,13,56,3, 
2019,3,5,14,37,3, 
2019,3,5,15,30,3, 
2019,3,5,16,42,3, 
2019,3,5,17,58,3, 
2019,3,5,18,65,3, 
2019,3,5,19,52,3, 
2019,3,5,20,54,3, 
2019,3,5,21,24,3, 
2019,3,5,22,9,3, 
2019,3,5,23,11,3, 
2019,3,5,24,3,3, 
2019,3,6,0,289,4, 
2019,3,6,1,1,4, 
2019,3,6,3,5,4, 
2019,3,6,4,1,4, 
2019,3,6,5,2,4, 
2019,3,6,7,5,4, 
2019,3,6,8,5,4, 
2019,3,6,9,8,4, 
2019,3,6,10,7,4, 
2019,3,6,11,4,4, 
2019,3,6,12,15,4, 
2019,3,6,13,17,4, 
2019,3,6,14,14,4, 
2019,3,6,15,21,4, 
2019,3,6,16,19,4, 
2019,3,6,17,12,4, 
2019,3,6,18,20,4, 
2019,3,6,19,25,4, 
2019,3,6,20,54,4, 
2019,3,6,21,24,4, 
2019,3,6,22,12,4, 
2019,3,6,23,10,4, 
2019,3,6,24,8,4, 
2019,3,7,0,658,5, 
2019,3,7,1,7,5, 
2019,3,7,2,4,5, 
2019,3,7,3,2,5, 
2019,3,7,4,4,5, 
2019,3,7,5,3,5, 
2019,3,7,6,2,5, 
2019,3,7,7,16,5, 
2019,3,7,8,33,5, 
2019,3,7,9,46,5, 
2019,3,7,10,46,5, 
2019,3,7,11,20,5, 
2019,3,7,12,32,5, 
2019,3,7,13,47,5, 
2019,3,7,14,48,5, 
2019,3,7,15,56,5, 
2019,3,7,16,47,5, 
2019,3,7,17,59,5, 
2019,3,7,18,54,5, 
2019,3,7,19,36,5, 
2019,3,7,20,42,5, 
2019,3,7,21,25,5, 
2019,3,7,22,16,5, 
2019,3,7,23,12,5, 
2019,3,7,24,1,5, 
2019,3,8,0,657,6, 
2019,3,8,1,5,6, 
2019,3,8,3,2,6, 
2019,3,8,5,4,6, 
2019,3,8,6,2,6, 
2019,3,8,7,17,6, 
2019,3,8,8,34,6, 
2019,3,8,9,40,6, 
2019,3,8,10,30,6, 
2019,3,8,11,34,6, 
2019,3,8,12,37,6, 
2019,3,8,13,59,6, 
2019,3,8,14,40,6, 
2019,3,8,15,37,6, 
2019,3,8,16,38,6, 
2019,3,8,17,46,6, 
2019,3,8,18,58,6, 
2019,3,8,19,62,6, 
2019,3,8,20,33,6, 
2019,3,8,21,30,6, 
2019,3,8,22,23,6, 
2019,3,8,23,20,6, 
2019,3,8,24,6,6, 
2019,3,9,0,469,7, 
2019,3,9,1,6,7, 
2019,3,9,2,8,7, 
2019,3,9,3,3,7, 
2019,3,9,4,1,7, 
2019,3,9,6,1,7, 
2019,3,9,7,4,7, 
2019,3,9,8,11,7, 
2019,3,9,9,7,7, 
2019,3,9,10,18,7, 
2019,3,9,11,29,7, 
2019,3,9,12,42,7, 
2019,3,9,13,33,7, 
2019,3,9,14,39,7, 
2019,3,9,15,49,7, 
2019,3,9,16,41,7, 
2019,3,9,17,29,7, 
2019,3,9,18,30,7, 
2019,3,9,19,22,7, 
2019,3,9,20,19,7, 
2019,3,9,21,27,7, 
2019,3,9,22,25,7, 
2019,3,9,23,12,7, 
2019,3,9,24,13,7, 
2019,3,10,0,587,1, 
2019,3,10,1,6,1, 
2019,3,10,2,16,1, 
2019,3,10,4,3,1, 
2019,3,10,5,3,1, 
2019,3,10,6,3,1, 
2019,3,10,7,9,1, 
2019,3,10,8,3,1, 
2019,3,10,9,17,1, 
2019,3,10,10,19,1, 
2019,3,10,11,21,1, 
2019,3,10,12,38,1, 
2019,3,10,13,28,1, 
2019,3,10,14,53,1, 
2019,3,10,15,59,1, 
2019,3,10,16,63,1, 
2019,3,10,17,54,1, 
2019,3,10,18,54,1, 
2019,3,10,19,35,1, 
2019,3,10,20,35,1, 
2019,3,10,21,26,1, 
2019,3,10,22,25,1, 
2019,3,10,23,10,1, 
2019,3,10,24,7,1, 
2019,3,11,0,694,2, 
2019,3,11,1,1,2, 
2019,3,11,2,1,2, 
2019,3,11,3,4,2, 
2019,3,11,4,5,2, 
2019,3,11,5,5,2, 
2019,3,11,6,7,2, 
2019,3,11,7,13,2, 
2019,3,11,8,29,2, 
2019,3,11,9,52,2, 
2019,3,11,10,33,2, 
2019,3,11,11,31,2, 
2019,3,11,12,27,2, 
2019,3,11,13,45,2, 
2019,3,11,14,43,2, 
2019,3,11,15,36,2, 
2019,3,11,16,59,2, 
2019,3,11,17,73,2, 
2019,3,11,18,69,2, 
2019,3,11,19,65,2, 
2019,3,11,20,39,2, 
2019,3,11,21,24,2, 
2019,3,11,22,13,2, 
2019,3,11,23,13,2, 
2019,3,11,24,7,2, 
2019,3,12,0,713,3, 
2019,3,12,1,4,3, 
2019,3,12,2,5,3, 
2019,3,12,3,1,3, 
2019,3,12,4,2,3, 
2019,3,12,5,5,3, 
2019,3,12,6,5,3, 
2019,3,12,7,11,3, 
2019,3,12,8,36,3, 
2019,3,12,9,62,3, 
2019,3,12,10,41,3, 
2019,3,12,11,25,3, 
2019,3,12,12,33,3, 
2019,3,12,13,52,3, 
2019,3,12,14,49,3, 
2019,3,12,15,35,3, 
2019,3,12,16,45,3, 
2019,3,12,17,62,3, 
2019,3,12,18,77,3, 
2019,3,12,19,60,3, 
2019,3,12,20,34,3, 
2019,3,12,21,26,3, 
2019,3,12,22,16,3, 
2019,3,12,23,14,3, 
2019,3,12,24,13,3, 
2019,3,13,0,649,4, 
2019,3,13,1,5,4, 
2019,3,13,2,2,4, 
2019,3,13,3,1,4, 
2019,3,13,5,3,4, 
2019,3,13,6,2,4, 
2019,3,13,7,15,4, 
2019,3,13,8,31,4, 
2019,3,13,9,52,4, 
2019,3,13,10,45,4, 
2019,3,13,11,39,4, 
2019,3,13,12,42,4, 
2019,3,13,13,45,4, 
2019,3,13,14,48,4, 
2019,3,13,15,40,4, 
2019,3,13,16,41,4, 
2019,3,13,17,71,4, 
2019,3,13,18,21,4, 
2019,3,13,19,50,4, 
2019,3,13,20,41,4, 
2019,3,13,21,29,4, 
2019,3,13,22,4,4, 
2019,3,13,23,12,4, 
2019,3,13,24,10,4, 
2019,3,14,0,697,5, 
2019,3,14,1,3,5, 
2019,3,14,2,3,5, 
2019,3,14,3,1,5, 
2019,3,14,5,4,5, 
2019,3,14,6,4,5, 
2019,3,14,7,12,5, 
2019,3,14,8,23,5, 
2019,3,14,9,42,5, 
2019,3,14,10,47,5, 
2019,3,14,11,22,5, 
2019,3,14,12,44,5, 
2019,3,14,13,43,5, 
2019,3,14,14,37,5, 
2019,3,14,15,29,5, 
2019,3,14,16,56,5, 
2019,3,14,17,58,5, 
2019,3,14,18,88,5, 
2019,3,14,19,45,5, 
2019,3,14,20,57,5, 
2019,3,14,21,38,5, 
2019,3,14,22,23,5, 
2019,3,14,23,10,5, 
2019,3,14,24,8,5, 
2019,3,15,0,809,6, 
2019,3,15,1,21,6, 
2019,3,15,2,5,6, 
2019,3,15,3,2,6, 
2019,3,15,5,2,6, 
2019,3,15,6,5,6, 
2019,3,15,7,9,6, 
2019,3,15,8,31,6, 
2019,3,15,9,56,6, 
2019,3,15,10,35,6, 
2019,3,15,11,34,6, 
2019,3,15,12,47,6, 
2019,3,15,13,40,6, 
2019,3,15,14,72,6, 
2019,3,15,15,63,6, 
2019,3,15,16,53,6, 
2019,3,15,17,60,6, 
2019,3,15,18,73,6, 
2019,3,15,19,54,6, 
2019,3,15,20,43,6, 
2019,3,15,21,45,6, 
2019,3,15,22,35,6, 
2019,3,15,23,17,6, 
2019,3,15,24,7,6, 
2019,3,16,0,614,7, 
2019,3,16,1,2,7, 
2019,3,16,2,3,7, 
2019,3,16,3,2,7, 
2019,3,16,4,2,7, 
2019,3,16,7,4,7, 
2019,3,16,8,12,7, 
2019,3,16,9,24,7, 
2019,3,16,10,30,7, 
2019,3,16,11,23,7, 
2019,3,16,12,30,7, 
2019,3,16,13,36,7, 
2019,3,16,14,44,7, 
2019,3,16,15,47,7, 
2019,3,16,16,64,7, 
2019,3,16,17,65,7, 
2019,3,16,18,48,7, 
2019,3,16,19,49,7, 
2019,3,16,20,37,7, 
2019,3,16,21,21,7, 
2019,3,16,22,22,7, 
2019,3,16,23,24,7, 
2019,3,16,24,25,7, 
2019,3,17,0,660,1, 
2019,3,17,1,17,1, 
2019,3,17,2,3,1, 
2019,3,17,4,3,1, 
2019,3,17,7,1,1, 
2019,3,17,8,10,1, 
2019,3,17,9,11,1, 
2019,3,17,10,22,1, 
2019,3,17,11,38,1, 
2019,3,17,12,39,1, 
2019,3,17,13,31,1, 
2019,3,17,14,46,1, 
2019,3,17,15,73,1, 
2019,3,17,16,74,1, 
2019,3,17,17,52,1, 
2019,3,17,18,69,1, 
2019,3,17,19,38,1, 
2019,3,17,20,43,1, 
2019,3,17,21,37,1, 
2019,3,17,22,33,1, 
2019,3,17,23,14,1, 
2019,3,17,24,6,1, 
2019,3,18,0,721,2, 
2019,3,18,1,5,2, 
2019,3,18,2,7,2, 
2019,3,18,5,3,2, 
2019,3,18,6,3,2, 
2019,3,18,7,15,2, 
2019,3,18,8,38,2, 
2019,3,18,9,47,2, 
2019,3,18,10,36,2, 
2019,3,18,11,32,2, 
2019,3,18,12,35,2, 
2019,3,18,13,45,2, 
2019,3,18,14,58,2, 
2019,3,18,15,36,2, 
2019,3,18,16,41,2, 
2019,3,18,17,64,2, 
2019,3,18,18,82,2, 
2019,3,18,19,74,2, 
2019,3,18,20,46,2, 
2019,3,18,21,20,2, 
2019,3,18,22,16,2, 
2019,3,18,23,11,2, 
2019,3,18,24,7,2, 
2019,3,19,0,750,3, 
2019,3,19,1,10,3, 
2019,3,19,3,1,3, 
2019,3,19,5,4,3, 
2019,3,19,6,4,3, 
2019,3,19,7,21,3, 
2019,3,19,8,37,3, 
2019,3,19,9,58,3, 
2019,3,19,10,52,3, 
2019,3,19,11,34,3, 
2019,3,19,12,41,3, 
2019,3,19,13,47,3, 
2019,3,19,14,58,3, 
2019,3,19,15,43,3, 
2019,3,19,16,44,3, 
2019,3,19,17,62,3, 
2019,3,19,18,74,3, 
2019,3,19,19,51,3, 
2019,3,19,20,46,3, 
2019,3,19,21,26,3, 
2019,3,19,22,21,3, 
2019,3,19,23,9,3, 
2019,3,19,24,7,3, 
2019,3,20,0,725,4, 
2019,3,20,1,9,4, 
2019,3,20,2,1,4, 
2019,3,20,3,3,4, 
2019,3,20,5,7,4, 
2019,3,20,6,6,4, 
2019,3,20,7,15,4, 
2019,3,20,8,50,4, 
2019,3,20,9,56,4, 
2019,3,20,10,40,4, 
2019,3,20,11,21,4, 
2019,3,20,12,34,4, 
2019,3,20,13,61,4, 
2019,3,20,14,37,4, 
2019,3,20,15,46,4, 
2019,3,20,16,42,4, 
2019,3,20,17,52,4, 
2019,3,20,18,71,4, 
2019,3,20,19,71,4, 
2019,3,20,20,39,4, 
2019,3,20,21,22,4, 
2019,3,20,22,22,4, 
2019,3,20,23,11,4, 
2019,3,20,24,9,4, 
2019,3,21,0,673,5, 
2019,3,21,1,7,5, 
2019,3,21,2,4,5, 
2019,3,21,3,1,5, 
2019,3,21,5,3,5, 
2019,3,21,6,5,5, 
2019,3,21,7,11,5, 
2019,3,21,8,39,5, 
2019,3,21,9,44,5, 
2019,3,21,10,38,5, 
2019,3,21,11,30,5, 
2019,3,21,12,29,5, 
2019,3,21,13,50,5, 
2019,3,21,14,50,5, 
2019,3,21,15,30,5, 
2019,3,21,16,53,5, 
2019,3,21,17,38,5, 
2019,3,21,18,77,5, 
2019,3,21,19,54,5, 
2019,3,21,20,43,5, 
2019,3,21,21,26,5, 
2019,3,21,22,18,5, 
2019,3,21,23,14,5, 
2019,3,21,24,9,5, 
2019,3,22,0,743,6, 
2019,3,22,1,4,6, 
2019,3,22,2,5,6, 
2019,3,22,3,3,6, 
2019,3,22,4,1,6, 
2019,3,22,5,2,6, 
2019,3,22,6,5,6, 
2019,3,22,7,13,6, 
2019,3,22,8,25,6, 
2019,3,22,9,49,6, 
2019,3,22,10,48,6, 
2019,3,22,11,32,6, 
2019,3,22,12,58,6, 
2019,3,22,13,53,6, 
2019,3,22,14,40,6, 
2019,3,22,15,38,6, 
2019,3,22,16,39,6, 
2019,3,22,17,59,6, 
2019,3,22,18,79,6, 
2019,3,22,19,52,6, 
2019,3,22,20,54,6, 
2019,3,22,21,38,6, 
2019,3,22,22,15,6, 
2019,3,22,23,18,6, 
2019,3,22,24,13,6, 
2019,3,23,0,630,7, 
2019,3,23,1,16,7, 
2019,3,23,2,6,7, 
2019,3,23,3,4,7, 
2019,3,23,4,1,7, 
2019,3,23,5,1,7, 
2019,3,23,7,2,7, 
2019,3,23,8,3,7, 
2019,3,23,9,10,7, 
2019,3,23,10,17,7, 
2019,3,23,11,32,7, 
2019,3,23,12,39,7, 
2019,3,23,13,40,7, 
2019,3,23,14,62,7, 
2019,3,23,15,51,7, 
2019,3,23,16,52,7, 
2019,3,23,17,61,7, 
2019,3,23,18,56,7, 
2019,3,23,19,59,7, 
2019,3,23,20,37,7, 
2019,3,23,21,17,7, 
2019,3,23,22,30,7, 
2019,3,23,23,19,7, 
2019,3,23,24,15,7, 
2019,3,24,0,656,1, 
2019,3,24,1,12,1, 
2019,3,24,2,4,1, 
2019,3,24,3,3,1, 
2019,3,24,4,4,1, 
2019,3,24,5,2,1, 
2019,3,24,6,1,1, 
2019,3,24,7,6,1, 
2019,3,24,8,13,1, 
2019,3,24,9,16,1, 
